code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,peg
002841,视源股份,元器件,广东,48.59,0.41,4.06,391797.0,326914.53,42996.17,80836.68,1.99,0.78,5.5,13.47,20170119,94772.74,2.33,10.01,-4.39,21.67,8.31,15000.0,4.85414585415
300172,中电环保,环境保护,江苏,42.89,3.43,5.07,192420.92,130577.92,10620.37,12160.7,0.24,0.114,2.25,4.36,20110201,46245.06,0.91,8.83,21.06,30.73,17.51,46899.0,4.85730464326
000156,华数传媒,影视音像,浙江,33.9,9.94,14.33,1411564.13,822803.31,247906.72,621397.13,4.34,0.215,7.03,2.07,20000906,199849.27,1.39,6.97,4.2,44.38,20.55,40851.0,4.86370157819
000652,泰达股份,批发业,天津,111.33,14.69,14.76,3302283.0,2579970.5,44436.34,68522.28,0.46,0.024,2.39,2.21,19961128,96149.0,0.65,22.81,9.0,3.11,0.47,117701.0,4.88075405524
600200,江苏吴中,综合类,江苏,77.11,6.74,7.22,483696.69,257773.05,60920.05,144555.23,2.0,0.092,4.12,3.43,19990401,36554.46,0.51,15.78,1563.81,14.93,3.64,76505.0,4.8865652725
600319,亚星化学,化工原料,山东,219.8,3.16,3.16,172556.2,79771.5,78221.28,85094.9,2.7,0.024,0.05,212.97,20010326,-120489.56,-3.82,44.95,110.46,11.33,0.79,19078.0,4.88987764182
300512,中亚股份,专用机械,浙江,31.38,0.78,2.7,206744.38,172104.13,9230.94,56840.71,2.11,0.325,4.83,4.22,20160526,39733.85,1.47,6.41,13.68,44.6,26.44,26604.0,4.89547581903
000021,深科技,电脑设备,深圳,22.73,14.69,14.71,1469744.75,1007468.88,231399.84,67823.25,0.46,0.209,3.86,2.46,19940202,200256.77,1.36,4.63,41.33,5.92,4.28,111600.0,4.90928725702
600748,上实发展,全国地产,上海,29.54,14.08,18.45,3548147.5,3112499.5,7199.63,310935.63,1.69,0.123,5.02,1.45,19960925,365806.56,1.98,5.97,12.45,38.95,9.65,43540.0,4.94807370184
000782,美达股份,化纤,广东,247.18,3.21,5.28,237674.22,127121.05,91485.61,63823.15,1.21,0.019,2.22,4.27,19970619,-5548.3,-0.11,49.94,146.25,7.1,0.6,50419.0,4.94953944734
002661,克明面业,食品,湖南,37.2,3.27,3.35,294549.91,183336.98,79610.21,137865.8,4.11,0.201,6.29,2.37,20120316,35634.35,1.06,7.51,8.91,21.66,6.6,17988.0,4.9533954727
600370,三房巷,纺织,江苏,55.39,7.97,7.97,173461.86,139393.56,30552.34,5900.81,0.07,0.036,1.57,2.57,20030306,29586.22,0.37,11.15,-11.12,15.76,6.14,31230.0,4.96771300448
002085,万丰奥威,汽车配件,浙江,43.23,21.14,21.87,918039.13,433635.34,289303.97,11495.69,0.05,0.22,2.56,7.44,20061128,299530.0,1.37,8.7,0.26,23.02,9.71,12760.0,4.96896551724
603088,宁波精达,专用机械,浙江,156.86,0.25,0.8,67670.18,38253.05,18303.1,23585.03,2.95,0.134,5.89,7.12,20141111,13089.37,1.64,31.45,-8.85,33.6,7.37,6267.0,4.98759936407
300483,沃施股份,专用机械,上海,93.62,0.32,0.61,48369.87,36115.67,7066.03,19029.03,3.09,0.179,6.57,5.1,20150630,13770.32,2.24,18.75,-13.39,24.69,5.73,9699.0,4.99306666667
000910,大亚圣象,家居用品,江苏,42.19,5.29,5.55,602290.44,413777.25,114340.63,2604.51,0.05,0.26,5.61,3.78,19990630,212144.09,3.82,8.43,35.02,34.95,4.74,10999.0,5.00474495848
002698,博实股份,化工机械,黑龙江,93.15,5.31,6.82,239892.8,181048.13,19280.75,20107.64,0.29,0.064,2.67,4.43,20120911,81077.9,1.19,18.61,40.39,38.19,14.65,33520.0,5.00537345513
000657,中钨高新,小金属,海南,83.01,2.46,6.29,700518.63,384576.47,221496.91,274118.03,4.36,0.093,4.82,3.21,19961205,-30997.3,-0.49,16.57,1072.39,20.68,1.91,41000.0,5.00965600483
600814,杭州解百,百货,浙江,46.72,3.1,7.15,478840.75,239275.27,97848.61,1428.49,0.02,0.122,3.14,3.64,19940114,130349.92,1.82,9.32,-20.55,22.56,3.18,34282.0,5.01287553648
000949,新乡化纤,化纤,河南,58.67,10.27,12.58,634704.5,237386.95,305012.47,169223.42,1.35,0.039,2.85,1.6,19991021,42610.26,0.34,11.64,44.65,13.41,2.61,54960.0,5.04037800687
600339,中油工程,石油加工,新疆,34.57,5.78,55.83,8723428.0,7832441.0,596034.56,1452314.75,2.6,0.103,4.1,1.74,20001225,211749.41,0.38,6.83,367.94,10.87,3.02,56484.0,5.06149341142
300256,星星科技,元器件,浙江,109.34,3.79,6.48,847600.19,429235.84,186062.0,258213.55,3.98,0.047,5.25,1.96,20110819,15635.6,0.24,21.57,5.3,13.81,1.12,45975.0,5.06907742235
603117,万林股份,仓储物流,江苏,57.97,2.82,4.62,439824.75,330270.66,74027.05,118200.55,2.56,0.104,4.81,2.52,20150629,56407.05,1.22,11.4,2.13,59.3,21.29,30739.0,5.0850877193
002412,汉森制药,中成药,湖南,45.52,2.87,2.96,166873.73,45783.15,42905.78,39835.65,1.35,0.18,3.93,4.17,20100525,40131.48,1.36,8.93,5.27,72.26,13.52,16234.0,5.09742441209
300611,美力科技,机械基件,浙江,83.52,0.45,1.79,75988.81,46380.96,11292.37,27132.3,1.52,0.119,3.61,5.53,20170220,17615.55,0.98,16.36,6.93,34.01,11.5,20980.0,5.10513447433
300153,科泰电源,电气设备,上海,160.0,3.2,3.2,145746.06,106049.5,15613.2,49463.78,1.55,0.05,2.99,5.4,20101229,11227.21,0.35,31.3,12.97,22.19,3.26,39883.0,5.11182108626
601500,通用股份,汽车配件,江苏,75.25,1.75,7.27,379229.81,197384.84,134786.75,74228.81,1.02,0.089,3.47,3.84,20160919,90307.11,1.24,14.67,-22.79,14.56,3.69,81259.0,5.12951601909
000539,粤电力Ａ,火力发电,广东,107.87,25.54,52.5,7023057.5,1149661.75,4022403.25,500305.0,0.95,0.025,4.4,1.2,19931126,509884.59,0.97,21.01,-82.56,10.16,1.04,109198.0,5.13422179914
600021,上海电力,火力发电,上海,74.03,21.4,21.4,5682032.5,787433.13,3202121.25,396693.84,1.85,0.077,4.71,2.43,20031029,339763.53,1.59,14.4,-72.29,15.69,1.91,129541.0,5.14097222222
000860,顺鑫农业,白酒,北京,23.0,5.71,5.71,1822090.63,1343507.0,327461.66,279849.69,4.9,0.429,12.12,1.63,19981104,212245.75,3.72,4.47,6.04,36.16,3.74,37564.0,5.14541387025
600970,中材国际,建筑施工,江苏,16.89,16.83,17.54,3063331.5,2460518.5,193213.63,103365.9,0.59,0.254,4.11,2.09,20050412,393420.91,2.24,3.27,43.26,15.8,5.04,122433.0,5.16513761468
300257,开山股份,机械基件,浙江,257.72,8.19,8.58,534221.88,300077.97,82794.3,150484.44,1.75,0.038,3.89,4.97,20110819,81602.71,0.95,49.77,-27.13,25.81,2.96,11631.0,5.17821981113
600722,金牛化工,化工原料,河北,158.18,6.8,6.8,132774.38,101570.96,24859.01,164531.3,2.42,0.031,1.33,7.47,19960626,-151569.34,-2.23,30.51,270.14,11.15,4.89,53414.0,5.18452966241
300252,金信诺,电气设备,深圳,42.41,2.66,4.44,483534.59,315411.19,35047.85,128627.86,2.89,0.252,5.15,4.15,20110818,51915.3,1.17,8.16,0.25,26.77,10.52,15942.0,5.19730392157
000913,钱江摩托,摩托车,浙江,79.69,4.54,4.54,384746.16,207679.67,74948.68,133568.52,2.95,0.112,5.41,3.29,19990514,32638.9,0.72,15.31,0.42,22.17,4.06,15484.0,5.20509470934
002410,广联达,软件服务,北京,78.91,8.67,11.19,419963.66,206781.86,34314.06,44423.28,0.4,0.127,2.47,8.11,20100525,95246.99,0.85,15.13,32.66,92.78,15.77,37117.0,5.21546596167
002226,江南化工,化工原料,安徽,51.24,7.91,9.11,501725.94,195238.77,85803.18,194417.63,2.13,0.069,3.97,1.79,20080506,41877.01,0.46,9.81,50.18,46.63,9.3,72347.0,5.22324159021
000547,航天发展,通信设备,福建,70.96,10.15,14.3,721266.06,394854.78,60750.26,426285.34,2.98,0.081,3.67,3.14,19931130,76447.67,0.53,13.56,18.1,42.17,13.19,114033.0,5.23303834808
300426,唐德影视,影视音像,浙江,88.62,1.5,4.0,295495.38,248765.3,1279.78,11012.57,0.28,0.15,2.69,9.89,20150217,53342.11,1.33,16.89,6.01,52.56,19.31,15652.0,5.24689165187
603966,法兰泰克,机械基件,江苏,68.88,0.4,1.6,104928.67,83229.63,14843.7,36328.21,2.27,0.16,4.88,4.34,20170125,22207.0,1.39,13.12,17.88,26.75,9.24,21277.0,5.25
300171,东富龙,医疗保健,上海,43.04,3.34,6.28,431172.19,347863.09,40001.03,113482.5,1.81,0.131,4.69,2.4,20110201,96823.92,1.54,8.19,-42.48,39.02,10.44,33417.0,5.25518925519
000836,鑫茂科技,通信设备,天津,78.11,11.83,12.08,271854.69,178846.88,42484.53,20100.76,0.17,0.039,1.43,4.23,19970929,26287.85,0.22,14.86,105.51,11.85,4.8,31199.0,5.25639300135
601858,中国科传,出版业,北京,59.69,1.31,7.91,398485.31,347780.41,22570.9,78380.56,0.99,0.12,3.75,3.6,20170118,127452.13,1.61,11.3,64.97,27.05,11.1,49242.0,5.28230088496
603336,宏辉果蔬,农业综合,广东,54.88,0.33,1.33,77897.55,61428.73,12253.62,28924.35,2.17,0.262,5.62,5.12,20161124,31026.84,2.33,10.38,23.81,17.38,10.5,17615.0,5.28709055877
603002,宏昌电子,化工原料,广东,101.84,6.06,6.14,153437.7,98832.75,7108.56,9763.45,0.16,0.028,1.69,3.44,20120518,27893.74,0.45,19.19,4.32,11.01,3.37,33668.0,5.30693069307
600590,泰豪科技,电气设备,江西,66.87,5.24,6.67,807164.38,509179.25,66609.25,247681.22,3.71,0.101,5.7,2.38,20020703,56812.91,0.85,12.54,83.77,20.86,4.98,43981.0,5.33253588517
300093,金刚玻璃,玻璃,广东,179.59,2.15,2.16,135075.73,81071.8,46357.9,38683.3,1.79,0.043,4.09,3.79,20100708,23252.63,1.08,33.64,1341.84,37.08,4.84,20339.0,5.33858501784
600251,冠农股份,农业综合,新疆,50.27,7.85,7.85,393025.0,187417.94,86366.81,36775.45,0.47,0.098,2.49,3.97,20030609,65767.88,0.84,9.33,664.17,11.98,10.3,50344.0,5.38799571275
600599,熊猫金控,多元金融,湖南,208.0,1.66,1.66,111023.56,68626.68,1028.79,50607.8,3.05,0.056,4.3,5.46,20010828,2872.57,0.17,38.51,175.67,76.72,4.29,30980.0,5.40119449494
600103,青山纸业,造纸,福建,68.18,10.62,17.74,492126.56,300391.63,139093.73,134735.66,0.76,0.036,1.84,2.66,19970703,-6803.67,-0.04,12.62,2054.04,21.66,5.01,123137.0,5.40253565769
300464,星徽精密,机械基件,广东,83.55,0.92,2.02,101930.06,45107.01,35297.85,12772.44,0.63,0.066,2.44,4.55,20150610,17113.46,0.85,15.46,-21.87,23.04,5.65,14764.0,5.4042690815
300031,宝通科技,互联网,江苏,38.07,2.57,3.97,293639.16,117144.2,27643.21,122383.5,3.08,0.269,5.51,3.72,20091225,51326.07,1.29,7.02,38.88,50.59,14.31,13403.0,5.42307692308
002847,盐津铺子,食品,湖南,62.49,0.31,1.24,79628.06,42565.76,28555.85,28964.47,2.34,0.35,4.6,9.11,20170208,14130.94,1.14,11.52,-11.16,47.85,11.35,20105.0,5.42447916667
000411,英特集团,医药商业,浙江,54.46,2.07,2.07,851911.38,775669.75,48710.45,3339.98,0.16,0.203,3.85,5.75,19960716,53405.9,2.57,10.03,4.97,5.58,0.46,9623.0,5.4297108674
600655,豫园股份,百货,上海,24.78,14.37,14.37,2355764.75,699582.19,140581.81,98747.11,0.69,0.228,7.64,1.48,19920902,611019.31,4.25,4.53,129.77,13.95,3.57,112693.0,5.4701986755
300109,新开源,化工原料,河南,77.27,0.82,1.7,137007.66,41273.85,30195.3,84585.71,4.96,0.301,7.39,6.28,20100825,22060.9,1.29,14.09,20.2,48.58,22.18,14052.0,5.48403122782
600973,宝胜股份,电气设备,江苏,51.28,8.95,12.22,1264652.38,868630.38,243641.0,124300.92,1.02,0.056,2.94,1.96,20040802,99556.56,0.81,9.35,-23.72,6.92,0.87,37833.0,5.48449197861
603019,中科曙光,电脑设备,天津,159.99,4.02,6.43,755676.19,512830.84,80740.1,157516.69,2.45,0.105,4.53,7.43,20141106,64041.48,1.0,29.15,10.05,20.02,3.14,67138.0,5.4885077187
600728,佳都科技,软件服务,广东,265.0,13.29,16.17,534297.38,427068.09,7072.62,138765.25,0.86,0.021,1.89,5.75,19960716,-3291.81,-0.02,48.22,4351.69,12.92,2.3,66078.0,5.4956449606
300417,南华仪器,电器仪表,广东,59.56,0.28,0.82,42260.98,32016.05,939.6,11993.74,1.47,0.223,4.7,5.64,20150123,16101.94,1.97,10.81,11.34,43.07,21.31,10703.0,5.50971322849
300382,斯莱克,专用机械,江苏,53.57,1.61,3.13,126000.35,95242.52,24215.25,51019.96,1.63,0.145,3.22,4.82,20140129,38017.28,1.21,9.65,5.8,51.01,25.78,7012.0,5.55129533679
000419,通程控股,百货,湖南,24.34,5.43,5.44,411136.06,204085.52,120151.97,41739.53,0.77,0.147,3.73,1.93,19960816,92856.15,1.71,4.36,7.15,20.24,4.08,30241.0,5.58256880734
002758,华通医药,医药商业,浙江,59.04,1.24,2.1,115017.61,73584.03,11295.87,13910.95,0.66,0.114,2.68,5.01,20150527,19124.35,0.91,10.55,17.13,13.18,3.59,15171.0,5.59620853081
300542,新晨科技,软件服务,北京,200.75,0.33,0.91,65360.78,53979.5,1221.47,19925.65,2.19,0.083,6.26,5.32,20160920,23795.78,2.61,35.82,11.06,24.39,3.05,13000.0,5.60441094361
600166,福田汽车,汽车整车,北京,99.76,66.7,66.7,5865465.5,2788440.75,1197294.88,783993.44,1.18,0.015,2.87,1.06,19980602,255136.75,0.38,17.77,-30.79,13.5,0.44,170000.0,5.6139561058
600406,国电南瑞,软件服务,江苏,56.56,22.06,24.29,1668207.25,1467537.0,55041.55,114886.0,0.47,0.144,3.49,4.67,20031016,422854.41,1.74,10.03,24.68,19.86,8.37,76590.0,5.63908275174
002104,恒宝股份,元器件,江苏,39.72,6.02,7.14,216052.59,144248.31,32217.13,8516.9,0.12,0.129,2.42,4.24,20070110,76030.61,1.07,7.04,5.4,32.96,13.99,83497.0,5.64204545455
300319,麦捷科技,元器件,深圳,72.06,4.66,7.04,312512.78,185471.77,32244.66,128106.1,1.82,0.061,3.18,2.78,20120523,29420.45,0.42,12.72,-1.2,14.06,6.4,15713.0,5.66509433962
002763,汇洁股份,服饰,深圳,19.76,0.65,2.16,205969.81,138869.73,50034.3,80209.46,3.71,0.821,7.94,4.09,20150610,62339.43,2.89,3.48,47.92,68.88,17.13,17556.0,5.67816091954
000888,峨眉山Ａ,旅游景点,四川,48.85,5.27,5.27,256062.16,83625.0,122465.4,42714.26,0.81,0.119,3.93,2.96,19971021,94734.43,1.8,8.55,5.71,41.9,11.99,24102.0,5.7134502924
603999,读者传媒,出版业,甘肃,90.01,2.3,5.76,196489.47,118082.67,25315.76,56848.38,0.99,0.061,2.86,3.82,20151210,69935.31,1.21,15.75,9.54,23.82,10.82,42758.0,5.71492063492
002545,东方铁塔,钢加工,山东,126.33,2.4,13.16,1092527.88,251020.05,217345.72,454167.19,3.45,0.056,5.29,2.68,20110211,71268.8,0.54,22.08,27.05,30.53,8.75,13396.0,5.7214673913
603877,太平鸟,服饰,浙江,72.88,0.55,4.81,497392.91,377299.28,42494.71,133776.75,2.78,0.2,6.19,4.61,20170109,102285.25,2.13,12.72,-34.36,56.16,3.34,29322.0,5.72955974843
300090,盛运环保,环境保护,安徽,131.33,8.77,13.2,1199376.0,498312.81,86017.52,216609.2,1.64,0.042,3.97,2.77,20100625,144028.67,1.09,22.88,-31.99,36.78,6.91,41678.0,5.73994755245
300583,赛托生物,生物制药,山东,92.63,0.27,1.07,179613.36,114735.25,49526.9,112653.56,10.56,0.27,15.24,3.18,20170106,35258.82,3.31,16.13,-46.97,20.6,9.13,21088.0,5.74271543707
002157,正邦科技,饲料,江西,22.84,18.66,23.34,1440297.63,603084.25,503582.31,182772.45,0.78,0.12,2.62,2.06,20070817,178397.17,0.76,3.96,-54.93,12.98,3.04,92433.0,5.76767676768
601882,海天精工,机床制造,浙江,88.17,0.52,5.22,205205.69,120655.26,62672.76,28711.75,0.55,0.093,2.13,7.71,20161107,26621.89,0.51,15.2,25.53,24.88,8.14,22191.0,5.80065789474
300231,银信科技,软件服务,北京,35.12,2.67,3.43,120054.55,77500.36,12261.69,13829.3,0.4,0.182,1.84,6.95,20110615,17551.01,0.51,6.03,8.7,35.03,15.38,33018.0,5.82421227197
002444,巨星科技,轻工机械,浙江,33.41,10.12,10.75,760300.94,419919.25,70087.3,199789.31,1.86,0.234,5.37,2.9,20100713,227458.05,2.12,5.73,4.5,35.17,15.16,54547.0,5.83071553229
601718,际华集团,服饰,北京,36.75,38.57,43.92,3093958.75,1827719.25,378923.34,804011.81,1.83,0.13,4.22,2.04,20100816,592312.19,1.35,6.28,-5.04,7.69,4.07,171361.0,5.85191082803
002138,顺络电子,元器件,深圳,50.15,6.68,8.17,435438.0,143472.22,217961.55,102145.1,1.25,0.23,3.78,5.65,20070613,106413.96,1.3,8.53,-0.8,38.33,21.36,28652.0,5.87924970692
000524,岭南控股,酒店餐饮,广东,54.91,2.7,6.7,444941.09,253923.3,58981.16,121565.47,1.81,0.12,3.67,3.59,19931118,35822.44,0.53,9.32,12.55,17.7,2.86,31301.0,5.89163090129
600526,菲达环保,环境保护,浙江,82.74,4.07,5.47,906394.0,700389.31,79301.81,170118.92,3.11,0.065,4.7,2.31,20020722,28721.55,0.52,14.04,49.23,17.11,1.97,70282.0,5.89316239316
600011,华能国际,火力发电,北京,67.26,105.0,152.0,38044216.0,5053270.5,24165030.0,1403007.75,0.92,0.052,4.58,1.52,20011206,3106940.0,2.04,11.36,-89.88,11.49,1.1,87996.0,5.92077464789
300582,英飞特,半导体,浙江,84.82,0.5,1.98,130259.17,39506.17,57313.48,49719.59,2.51,0.12,4.65,4.39,20161228,20294.92,1.02,14.32,-35.69,33.29,7.05,18809.0,5.92318435754
002062,宏润建设,建筑施工,浙江,27.03,9.51,11.03,1303030.75,1075744.5,106198.86,4002.9,0.04,0.109,2.35,2.51,20060816,110665.07,1.0,4.56,20.11,9.62,3.22,39228.0,5.92763157895
600336,澳柯玛,家用电器,山东,51.33,6.8,7.77,453919.69,299497.47,57126.92,113403.86,1.46,0.06,2.33,2.63,20001229,-17450.89,-0.22,8.65,-27.9,22.05,1.93,40498.0,5.93410404624
002566,益盛药业,中成药,吉林,59.7,2.12,3.31,266129.84,214094.77,42520.65,83301.02,2.52,0.089,5.35,1.98,20110318,51290.4,1.55,10.06,17.62,76.54,5.97,22045.0,5.93439363817
300566,激智科技,元器件,浙江,89.72,0.3,1.24,137523.72,72831.65,36042.03,39363.32,3.16,0.3,5.67,6.15,20161115,16985.45,1.37,15.11,25.48,31.01,8.29,11441.0,5.93778954335
300333,兆日科技,元器件,深圳,115.01,3.31,3.36,88163.8,55549.71,11552.74,38784.6,1.15,0.051,2.54,4.6,20120628,9907.96,0.29,19.29,14.2,63.69,16.86,36391.0,5.9621565578
002164,宁波东力,电气设备,浙江,228.45,4.14,6.99,177107.38,75586.06,66873.02,43837.55,0.63,0.03,2.48,3.97,20070823,17765.63,0.25,38.31,373.81,22.63,4.56,36816.0,5.96319498825
300108,吉药控股,中成药,吉林,38.8,3.3,6.36,270218.84,109214.56,78432.57,69918.43,1.1,0.117,2.87,3.16,20100825,43433.85,0.68,6.48,21.69,35.12,22.19,18789.0,5.98765432099
300398,飞凯材料,染料涂料,上海,166.01,1.57,3.64,128271.67,49497.94,37441.3,3301.01,0.09,0.067,2.18,10.12,20141009,38400.71,1.05,27.65,-33.11,41.44,9.73,21265.0,6.00397830018
603308,应流股份,专用机械,安徽,56.05,4.0,4.34,646877.56,250816.72,305969.25,156856.63,3.62,0.129,6.51,2.23,20140122,72310.72,1.67,9.29,35.11,33.7,7.74,44426.0,6.03336921421
603667,五洲新春,机械基件,浙江,49.08,0.51,2.02,164972.81,93321.0,45897.87,56817.7,2.81,0.266,5.75,4.54,20161025,36242.01,1.79,8.13,20.39,23.75,9.43,28445.0,6.036900369
600101,明星电力,水力发电,四川,41.11,3.24,3.24,290906.34,43758.03,194618.11,47097.7,1.45,0.133,6.24,1.75,19970627,109882.42,3.39,6.78,-9.74,13.09,6.22,39438.0,6.06342182891
600558,大西洋,钢加工,四川,148.12,8.98,8.98,281313.81,132045.38,89864.05,44795.98,0.5,0.025,2.07,3.6,20010227,41958.96,0.47,24.35,-21.24,16.22,2.24,56107.0,6.08295687885
002243,通产丽星,塑料,深圳,71.74,3.65,3.65,185278.27,76444.09,87972.93,75973.88,2.08,0.07,4.05,2.48,20080528,32035.34,0.88,11.75,156.99,22.85,4.52,20371.0,6.10553191489
300537,广信材料,染料涂料,江苏,82.32,0.69,1.93,133779.66,58329.8,7295.41,54158.51,2.81,0.15,5.54,3.68,20160830,14703.62,0.76,13.46,13.47,41.26,16.05,12539.0,6.11589895988
000045,深纺织Ａ,纺织,深圳,207.58,4.57,5.07,407183.88,284711.75,68792.38,183720.52,3.63,0.029,4.65,2.55,19940815,-6681.78,-0.13,33.9,148.04,8.35,1.96,39293.0,6.12330383481
300024,机器人,专用机械,辽宁,94.89,15.14,15.6,755625.75,568869.13,58277.88,265032.78,1.7,0.113,3.65,5.89,20091030,132350.81,0.85,15.47,6.67,32.21,17.22,161752.0,6.1338073691
600726,华电能源,火力发电,黑龙江,41.1,15.35,19.67,2483271.75,305769.66,1681862.75,169252.0,0.86,0.053,1.79,2.45,19960701,-33975.07,-0.17,6.66,-68.09,13.52,2.34,204439.0,6.17117117117
002795,永和智控,机械基件,浙江,76.64,0.64,2.0,67594.65,50690.57,7393.62,24386.23,1.22,0.26,2.94,7.85,20160428,11365.45,0.57,12.41,-13.92,28.05,11.63,25666.0,6.17566478646
002115,三维通信,通信设备,浙江,120.89,3.45,4.16,281826.16,170465.45,34616.03,28248.43,0.68,0.041,2.18,4.52,20070215,17730.17,0.43,19.56,170.74,25.7,3.77,66539.0,6.18047034765
300423,鲁亿通,电气设备,山东,165.57,0.45,1.11,59078.71,43011.48,7175.81,18193.95,1.64,0.09,4.33,6.85,20150217,17335.28,1.56,26.78,10.86,30.56,8.19,9421.0,6.18259895444
002796,世嘉科技,专用机械,江苏,105.55,0.3,0.8,62641.38,42906.44,10174.26,26651.01,3.33,0.181,5.96,6.39,20160510,10408.37,1.3,17.06,-34.04,13.97,5.39,16180.0,6.18698710434
600307,酒钢宏兴,普钢,甘肃,30.18,62.63,62.63,3693503.5,841819.13,2427965.75,686673.19,1.1,0.056,1.52,2.22,20001220,-497825.81,-0.79,4.87,54.29,14.39,1.81,332971.0,6.19712525667
601886,江河集团,装修装饰,北京,26.62,9.41,11.54,2499770.0,1951883.25,104286.71,294106.63,2.55,0.209,5.78,1.93,20110818,223940.55,1.94,4.27,6.69,15.62,3.66,34468.0,6.23419203747
600639,浦东金桥,园区开发,上海,26.9,7.03,11.22,1785161.63,463123.84,97299.15,170896.13,1.52,0.33,7.7,2.31,19930326,343823.38,3.06,4.3,6.74,69.32,45.97,83031.0,6.25581395349
300563,神宇股份,通信设备,江苏,60.67,0.2,0.8,62794.51,33586.98,23752.5,15894.55,1.99,0.291,5.39,6.55,20161114,17368.63,2.17,9.69,17.21,26.68,15.48,12796.0,6.26109391125
002618,丹邦科技,元器件,深圳,253.15,5.48,5.48,251427.95,81142.65,96240.63,71198.96,1.3,0.021,3.06,3.51,20110920,38033.96,0.69,40.35,20.62,39.29,7.78,20339.0,6.27385377943
002381,双箭股份,橡胶,浙江,34.59,2.09,4.29,203254.55,148375.27,40057.48,66280.4,1.55,0.147,3.83,2.65,20100402,46235.8,1.08,5.49,42.51,19.63,11.56,34756.0,6.30054644809
300522,世名科技,染料涂料,江苏,66.07,0.52,1.2,63305.26,43159.4,14426.74,28469.8,2.37,0.242,4.7,6.8,20160705,18522.48,1.54,10.47,1.64,44.85,20.28,13138.0,6.31041069723
300489,中飞股份,铝,黑龙江,99.56,0.48,0.91,64600.61,21321.85,35739.75,18809.15,2.07,0.124,5.13,4.81,20150701,16794.9,1.85,15.76,3.38,31.37,13.12,13200.0,6.31725888325
600305,恒顺醋业,食品,江苏,35.95,6.03,6.03,238858.5,74538.53,91757.55,47131.09,0.78,0.156,2.68,4.18,20010206,45403.17,0.75,5.67,23.55,41.37,12.8,27931.0,6.34038800705
600428,中远海特,水运,广东,105.78,16.9,21.47,2141919.25,352369.75,1569589.38,428154.0,1.99,0.034,4.37,1.63,20020418,240240.55,1.12,16.64,1538.04,15.65,2.18,135303.0,6.35697115385
600571,信雅达,软件服务,浙江,69.32,4.2,4.4,165195.81,105919.42,6227.5,17894.65,0.41,0.102,2.64,5.33,20021101,48554.4,1.1,10.9,-29.26,52.81,7.81,60737.0,6.35963302752
300248,新开普,软件服务,河南,130.46,2.03,3.25,168205.06,92718.8,14933.8,68902.75,2.12,0.068,3.71,4.79,20110729,27697.3,0.85,20.42,138.61,55.41,8.15,23497.0,6.388834476
000850,华茂股份,纺织,安徽,192.35,9.43,9.44,813359.44,151472.47,179792.7,2107.6,0.02,0.014,4.99,1.09,19981007,141370.2,1.5,30.01,-82.75,10.72,1.28,49391.0,6.40953015661
000520,长航凤凰,水运,湖北,142.11,10.12,10.12,53231.73,45391.44,6163.03,195956.11,1.94,0.019,0.28,18.75,19931025,-293795.59,-2.9,22.06,218.86,13.38,4.99,123300.0,6.44197642792
600378,天科股份,化工原料,四川,87.55,2.97,2.97,97772.0,69275.03,26889.73,15308.55,0.52,0.078,2.56,5.33,20010111,24935.92,0.84,13.59,93.04,26.7,11.07,19808.0,6.44223693893
002825,纳尔股份,化工原料,上海,87.54,0.25,1.0,72549.43,52724.96,14378.1,20076.36,2.0,0.192,5.6,5.99,20161129,22885.0,2.28,13.58,-39.24,21.67,6.57,18708.0,6.44624447717
300455,康拓红外,运输设备,北京,101.45,1.27,3.92,77168.05,65238.8,9866.83,2414.55,0.06,0.056,1.67,6.8,20150515,20283.15,0.52,15.66,23.14,46.13,22.67,19340.0,6.47828863346
300528,幸福蓝海,影视音像,江苏,45.26,1.52,3.73,235977.42,165400.63,34237.1,85996.86,2.31,0.176,5.04,3.15,20160808,61119.05,1.64,6.98,-1.42,48.18,8.99,37562.0,6.48424068768
600379,宝光股份,电气设备,陕西,61.01,2.36,2.36,72355.28,48558.15,20251.9,763.87,0.03,0.098,2.05,5.85,20020116,20805.97,0.88,9.4,-3.81,22.14,6.0,17532.0,6.49042553191
002660,茂硕电源,电气设备,深圳,277.57,1.91,2.75,240342.42,138795.77,68762.25,45028.2,1.64,0.019,3.06,3.44,20120316,10001.32,0.36,42.76,-29.36,20.15,0.64,29000.0,6.49134705332
600129,太极集团,中成药,重庆,93.12,4.27,4.27,939513.19,482820.84,213535.67,20805.17,0.49,0.081,2.99,5.07,19971118,54694.4,1.28,14.34,-96.4,32.37,0.78,49751.0,6.49372384937
600548,深高速,路桥,深圳,14.33,14.33,21.81,3644404.5,465135.81,102105.84,215085.45,0.99,0.34,5.93,1.64,20011225,567881.0,2.6,2.19,20.63,51.56,35.18,24202.0,6.54337899543
000812,陕西金叶,广告包装,陕西,193.86,4.46,4.47,176013.23,88325.24,63431.83,1688.15,0.04,0.023,2.02,4.34,19980623,32896.2,0.74,29.59,-24.75,25.32,2.77,42545.0,6.55153768165
